Date,Adj_Close
2015-01-02,16.3524227142334
2015-01-05,15.877379417419434
2015-01-06,15.402341842651367
2015-01-07,15.475422859191895
2015-01-08,15.795165061950684
2015-01-09,15.511960983276367
2015-01-12,15.237900733947754
2015-01-13,15.027785301208496
2015-01-14,14.65323543548584
2015-01-15,13.885856628417969
2015-01-16,14.05029582977295
2015-01-20,13.94067096710205
2015-01-21,14.077702522277832
2015-01-22,14.698908805847168
2015-01-23,14.370036125183105
2015-01-26,14.479660987854004
2015-01-27,14.278680801391602
2015-01-28,13.885856628417969
2015-01-29,14.095973014831543
2015-01-30,13.840180397033691
2015-02-02,14.123377799987793
2015-02-03,14.51620101928711
2015-02-04,14.424847602844238
2015-02-05,14.589286804199219
2015-02-06,15.06432819366455
2015-02-09,14.936431884765625
2015-02-10,15.000380516052246
2015-02-11,14.945569038391113
2015-02-12,15.228765487670898
2015-02-13,15.173954010009766
2015-02-17,15.19222354888916
2015-02-18,14.890751838684082
2015-02-19,14.808534622192383
2015-02-20,14.963836669921875
2015-02-23,14.79940128326416
2015-02-24,14.963836669921875
2015-02-25,15.06432819366455
2015-02-26,14.65323543548584
2015-02-27,14.443120956420898
2015-03-02,14.625826835632324
2015-03-03,14.65323543548584
2015-03-04,14.51577377319336
2015-03-05,14.662399291992188
2015-03-06,14.864004135131836
2015-03-09,14.818184852600098
2015-03-10,14.469953536987305
2015-03-11,14.763203620910645
2015-03-12,14.744871139526367
2015-03-13,14.744871139526367
2015-03-16,14.781529426574707
2015-03-17,14.744871139526367
2015-03-18,14.644070625305176
2015-03-19,14.305002212524414
2015-03-20,14.51577377319336
2015-03-23,14.405805587768555
2015-03-24,14.305002212524414
2015-03-25,14.121722221374512
2015-03-26,14.13088607788086
2015-03-27,14.030081748962402
2015-03-30,14.222527503967285
2015-03-31,14.103394508361816
2015-04-01,14.121722221374512
2015-04-02,14.240853309631348
2015-04-06,14.213361740112305
2015-04-07,14.16754150390625
2015-04-08,14.305002212524414
2015-04-09,14.396642684936523
2015-04-10,14.405805587768555
2015-04-13,14.479116439819336
2015-04-14,14.497443199157715
2015-04-15,14.332493782043457
2015-04-16,14.469953536987305
2015-04-17,14.259181022644043
2015-04-20,14.26834487915039
2015-04-21,14.20419979095459
2015-04-22,14.424134254455566
2015-04-23,14.378313064575195
2015-04-24,14.332493782043457
2015-04-27,14.259181022644043
2015-04-28,14.341655731201172
2015-04-29,14.644070625305176
2015-04-30,14.598250389099121
2015-05-01,14.763203620910645
2015-05-04,15.06561279296875
2015-05-05,14.983137130737305
2015-05-06,14.928153991699219
2015-05-07,14.882332801818848
2015-05-08,15.074776649475098
2015-05-11,15.111433029174805
2015-05-12,15.056448936462402
2015-05-13,15.093103408813477
2015-05-14,15.138924598693848
2015-05-15,14.983137130737305
2015-05-18,15.129759788513184
2015-05-19,15.368024826049805
2015-05-20,15.340536117553711
2015-05-21,15.33137035369873
2015-05-22,15.34969711303711
2015-05-26,15.120596885681152
2015-05-27,15.340536117553711
2015-05-28,15.276385307312012
2015-05-29,15.120596885681152
2015-06-01,15.166414260864258
2015-06-02,15.322202682495117
2015-06-03,15.561182975769043
2015-06-04,15.42331314086914
2015-06-05,15.800161361694336
2015-06-08,15.699056625366211
2015-06-09,15.910455703735352
2015-06-10,16.167818069458008
2015-06-11,16.075908660888672
2015-06-12,16.075908660888672
2015-06-15,16.057523727416992
2015-06-16,16.131052017211914
2015-06-17,15.96561336517334
2015-06-18,15.974798202514648
2015-06-19,15.781778335571289
2015-06-22,16.057523727416992
2015-06-23,16.241352081298828
2015-06-24,16.075908660888672
2015-06-25,15.96561336517334
2015-06-26,16.00237464904785
2015-06-29,15.524417877197266
2015-06-30,15.643905639648438
2015-07-01,15.827738761901855
2015-07-02,15.653097152709961
2015-07-06,15.570377349853516
2015-07-07,15.340592384338379
2015-07-08,14.936162948608398
2015-07-09,15.147563934326172
2015-07-10,15.349780082702637
2015-07-13,15.643905639648438
2015-07-14,15.745013236999512
2015-07-15,16.250547409057617
2015-07-16,16.49871826171875
2015-07-17,16.63658332824707
2015-07-20,16.654972076416016
2015-07-21,16.618206024169922
2015-07-22,16.958288192749023
2015-07-23,16.71011734008789
2015-07-24,16.452756881713867
2015-07-27,16.241352081298828
2015-07-28,16.434377670288086
2015-07-29,16.69173812866211
2015-07-30,16.664161682128906
2015-07-31,16.434377670288086
2015-08-03,16.333269119262695
2015-08-04,16.360841751098633
2015-08-05,16.42518424987793
